Store Number,Store Type,Address,City,State,Zip Code,Phone Number,Play Place,Drive Thru,Arch Card,Free Wi-Fi,Latitude,Longitude
5852,Freestanding,2050 Savannah Hwy,Charleston,SC,29407,(843) 556-1163,Y,Y,Y,Y,32.790252,-80.030717
,,,,,,,,,,,,
5853,Freestanding,19311 Farmington Rd,Livonia,MI,48152-1404,(248) 478-4691,Y,Y,Y,Y,42.428192,-83.375725
,,,,,,,,,,,,
5854,Freestanding,10260 Griffin Rd,Cooper City,FL,33328,(954) 434-6938,N,Y,Y,Y,26.063591,-80.283698
,,,,,,,,,,,,
5856,Freestanding,225 Fork Of The River Pky,Sevierville,TN,37862,(865) 453-3747,N,Y,Y,Y,35.865734,-83.568036
,,,,,,,,,,,,
5858,Freestanding,1450 S Molalla,Oregon City,OR,97045-4004,(503) 655-7649,Y,Y,Y,Y,45.334827,-122.589672
,,,,,,,,,,,,
5859,Freestanding,13702 Sw 56Th St,Miami,FL,33175,(305) 387-1356,Y,Y,Y,Y,25.714164,-80.415976
,,,,,,,,,,,,
5861,Freestanding,1050 W Hwy 40,Vernal,UT,84079,(435) 789-4007,Y,Y,Y,Y,40.453951,-109.546505
,,,,,,,,,,,,
5862,Freestanding,131 Ryan Rd,Spearfish,SD,57783-1212,(605) 642-2053,Y,Y,Y,Y,44.500866,-103.860557
,,,,,,,,,,,,
5863,Freestanding,500 Pike St,Marietta,OH,45750,(740) 374-5400,N,Y,Y,Y,39.410124,-81.430787
,,,,,,,,,,,,
5864,Freestanding,1601 N Hervey,Hope,AR,71801,(870) 777-1928,N,Y,Y,Y,33.680367,-93.605773
,,,,,,,,,,,,
5870,Freestanding,314 Pine St,Baraboo,WI,53913-1174,(608) 356-2654,N,Y,Y,Y,43.4725,-89.768373
,,,,,,,,,,,,
5871,Freestanding,6860 Market St,Wilmington,NC,28411,(910) 392-6757,Y,Y,Y,Y,34.261771,-77.829209
,,,,,,,,,,,,
5872,Freestanding,2812 Us 231 S,Lafayette,IN,47909,(765) 474-6477,N,Y,Y,Y,40.387625,-86.905154
,,,,,,,,,,,,
5874,Freestanding,2200 Broadway,Bay City,MI,48708,(989) 893-0971,N,Y,Y,Y,43.565447,-83.894201
,,,,,,,,,,,,
5875,Freestanding,1101 S Morgan,Granbury,TX,76048-2814,(817) 573-0206,Y,Y,Y,Y,32.432076,-97.793513
,,,,,,,,,,,,
5876,Freestanding,833 N Main Rd,Vineland,NJ,8360,(856) 696-0749,N,Y,Y,Y,39.497045,-74.995234
,,,,,,,,,,,,
5877,Freestanding,337 Mcmurray Rd,Buellton,CA,93427,(805) 688-1055,Y,Y,Y,Y,34.61408,-120.189094
,,,,,,,,,,,,
5878,Freestanding,10095 E Dorchester Rd,Summerville,SC,29485,(843) 875-2110,Y,Y,Y,Y,32.952286,-80.165652
,,,,,,,,,,,,
5879,Freestanding,1208 Forest Ave,Portland,ME,4103,(207) 797-4820,Y,Y,Y,Y,43.688462,-70.294364
,,,,,,,,,,,,
5880,Freestanding,3102 W Locust,Davenport,IA,52804-3348,(563) 386-9355,N,Y,Y,Y,41.538646,-90.621625
,,,,,,,,,,,,
5881,Freestanding,911 S State St,Jerseyville,IL,62052,(618) 498-9526,N,Y,Y,Y,39.110448,-90.319127
,,,,,,,,,,,,
5882,Freestanding,290 S Bradley Hwy,Rogers City,MI,49779-2100,(989) 734-7131,N,Y,Y,Y,45.411445,-83.825009
,,,,,,,,,,,,
5883,Freestanding,12371 Perris Blvd.,Moreno Valley,CA,92553,(951) 242-6557,Y,Y,Y,Y,33.94141,-117.22673
,,,,,,,,,,,,
5884,Freestanding,17431 S 272Nd St,Covington,WA,98042-4950,(253) 639-4331,Y,Y,Y,Y,47.35789,-122.108374
,,,,,,,,,,,,
5885,Freestanding,5301 East Fwy,Houston,TX,77020-4758,(713) 674-0016,Y,Y,Y,Y,29.774933,-95.317069
,,,,,,,,,,,,
5886,Freestanding,2606 Hwy 92 E,Lakeland,FL,33801,(863) 665-1464,Y,Y,Y,Y,28.048402,-81.90727
,,,,,,,,,,,,
5887,Freestanding,7245 Merrill Rd,Jacksonville,FL,32277,(904) 744-8351,N,Y,Y,Y,30.352432,-81.576694
,,,,,,,,,,,,
5888,Freestanding,1220 E Main,Alice,TX,78332-5049,(361) 664-8790,Y,Y,Y,Y,27.753267,-98.060293
,,,,,,,,,,,,
5891,Freestanding,7800 W Hwy 66,Newburgh,IN,47630,(812) 853-6378,Y,Y,Y,Y,37.977023,-87.393083
,,,,,,,,,,,,
5892,Freestanding,3805 N Lake Blvd,Palm Beach Gardens,FL,33406,(561) 626-8917,N,Y,Y,Y,26.809221,-80.094413
,,,,,,,,,,,,
5893,Freestanding,2916 S 38Th Ave,Tacoma,WA,98409-5606,(253) 475-0897,Y,Y,Y,Y,47.222183,-122.47449
,,,,,,,,,,,,
5894,Freestanding,560 Harry L Dr,Johnson City,NY,13790,(607) 770-1966,N,Y,Y,Y,42.123795,-75.970502
,,,,,,,,,,,,
5895,Freestanding,1004 West Wilson,Chicago,IL,60640-5615,(773) 275-9885,N,Y,Y,Y,41.965783,-87.655229
,,,,,,,,,,,,
5896,Freestanding,928 W Us 2,St. Ignace,MI,49781,(906) 643-8973,N,Y,Y,Y,45.856819,-84.738603
,,,,,,,,,,,,
5897,Freestanding,502 Pottstown Ave,Pennsburg,PA,18073,(215) 679-4744,Y,Y,Y,Y,40.39307,-75.501937
,,,,,,,,,,,,
5899,Freestanding,101 Garver Rd,Monroe,OH,45050-1237,(513) 539-2631,N,Y,Y,Y,39.440917,-84.339018
,,,,,,,,,,,,
5900,Freestanding,9117 Indianapolis Blvd.,Highland,IN,46322,(219) 923-9634,Y,Y,Y,Y,41.547837,-87.470661
,,,,,,,,,,,,
5901,Freestanding,1414 Tilghman St,Allentown,PA,18102,(610) 770-1748,N,Y,Y,Y,40.60734,-75.491614
,,,,,,,,,,,,
5903,Freestanding,43A Marshall Hill Raod,West Milford,NJ,7480,(973) 728-1140,N,Y,Y,Y,41.132137,-74.363922
,,,,,,,,,,,,
5904,Freestanding,2101 Saunders St,Laredo,TX,78040,(956) 724-1702,Y,Y,Y,Y,27.530284,-99.475916
,,,,,,,,,,,,
5905,Freestanding,Rt 130 & Dutch Neck Rd,East Windsor,NJ,8520,(609) 443-4433,Y,Y,Y,Y,40.268568,-74.542982
,,,,,,,,,,,,
5911,Freestanding,431 E Main,Russells Point,OH,43348-9601,(937) 843-5251,N,Y,Y,Y,40.469883,-83.889527
,,,,,,,,,,,,
5912,Freestanding,515 N Solomons Island Rd,Prince Frederick,MD,20678,(410) 535-2246,Y,Y,Y,Y,38.551287,-76.592209
,,,,,,,,,,,,
5913,Freestanding,2101 7Th St,Bay City,TX,77414-5114,(979) 244-4290,Y,Y,Y,Y,28.983572,-95.964951
,,,,,,,,,,,,
5914,Freestanding,120 Saint Julien St,St. Peter,MN,56082,(507) 931-3011,N,Y,Y,Y,44.339352,-93.949295
,,,,,,,,,,,,
5915,Freestanding,2546 Constitution Blvd,Beaver Falls,PA,15010,(724) 846-9617,N,Y,Y,Y,40.772803,-80.372978
,,,,,,,,,,,,
5916,Freestanding,3723 Washington Rd,Mc Murray,PA,15317,(724) 941-1155,N,Y,Y,Y,40.277908,-80.123986
,,,,,,,,,,,,
5917,Freestanding,3400 Conrad Weiser Pky,Womelsdorf,PA,19567,(610) 589-4806,N,Y,Y,Y,40.369963,-76.190087
,,,,,,,,,,,,
5919,Freestanding,"28200 Hwy189, Bldg D",Lake Arrowhead,CA,92352-0026,(909) 693-3413,N,N,Y,Y,34.251438,-117.188477
,,,,,,,,,,,,
5920,Freestanding,699 2Nd St,San Bernardino,CA,92410,(909) 888-1001,N,Y,Y,Y,34.102371,-117.298164
,,,,,,,,,,,,
5921,Freestanding,872-934 Frelinghuysen,Newark,NJ,7114,(973) 643-9657,N,Y,Y,Y,40.690105,-74.202286
,,,,,,,,,,,,
5922,Freestanding,5140 Rufe Snow,North Richland Hills,TX,76118,(817) 281-8888,Y,Y,Y,Y,32.84179,-97.238185
,,,,,,,,,,,,
5923,Freestanding,3350 S Military Hwy,Chesapeake,VA,23323,(757) 487-5474,N,Y,Y,Y,36.771987,-76.339221
,,,,,,,,,,,,
5924,Freestanding,1201 3Rd St,Needles,CA,92363-2957,(760) 326-5188,N,Y,Y,Y,34.83949,-114.61021
,,,,,,,,,,,,
5925,Freestanding,100 Craft Dr,Alamosa,CO,81101-2272,(719) 589-2228,Y,Y,Y,Y,37.475398,-105.893806
,,,,,,,,,,,,
5926,Freestanding,2891 Dale Blvd,Dale City,VA,22193,(703) 680-5311,Y,Y,Y,Y,38.626916,-77.302424
,,,,,,,,,,,,
5927,Freestanding,2002 N Jefferson,Mount Pleasant,TX,75455-2337,(903) 572-8392,N,Y,Y,Y,33.17656,-94.969977
,,,,,,,,,,,,
5928,Freestanding,2214 Princeton Circle Dr,Ottawa,KS,66067-4025,(785) 242-4451,N,Y,Y,Y,38.580294,-95.268654
,,,,,,,,,,,,
5929,Freestanding,1281 Valley Rd,Menasha,WI,54952-1136,(920) 738-0333,N,Y,Y,Y,44.236699,-88.423205
,,,,,,,,,,,,
5930,Freestanding,5316 Main St,Williamsville,NY,14221,(716) 204-0336,N,Y,Y,Y,42.961952,-78.755115
,,,,,,,,,,,,
5931,Freestanding,14529 Military Trl,Delray Beach,FL,33445,(561) 495-6583,N,Y,Y,Y,26.459394,-80.123182
,,,,,,,,,,,,
5932,Freestanding,485-497 Broadway,Paterson,NJ,7514,(973) 278-4710,N,Y,Y,Y,40.918793,-74.153328
,,,,,,,,,,,,
5936,Freestanding,4661 Red Arrow Hwy,Stevensville,MI,49127,(269) 429-4395,Y,Y,Y,Y,42.033188,-86.51362
,,,,,,,,,,,,
5939,Freestanding,2865 Bell Rd,Auburn,CA,95603-2539,(530) 885-0731,N,Y,Y,Y,38.941919,-121.095855
,,,,,,,,,,,,
5940,Freestanding,988 W Slauson St,Los Angeles,CA,90043,(323) 778-3526,N,Y,Y,Y,33.988823,-118.291023
,,,,,,,,,,,,
5941,Freestanding,280 Jane Trl,Danville,KY,40422,(859) 238-7200,N,Y,Y,Y,37.617134,-84.771295
,,,,,,,,,,,,
5942,Freestanding,400 Fair Meadow Dr,Webster City,IA,50595-3161,(515) 832-4243,N,Y,Y,Y,42.45342,-93.817044
,,,,,,,,,,,,
5943,Freestanding,15551 Kinsman Rd,Middlefield,OH,44062-9475,(440) 632-1386,N,Y,Y,Y,41.46233,-81.086067
,,,,,,,,,,,,
5944,Freestanding,13000 Biscayne Blvd.,Miami,FL,33181-2011,(305) 899-9578,N,Y,Y,Y,25.895759,-80.162258
,,,,,,,,,,,,
5945,Freestanding,16320 Bothell Everett Hwy,Mill Creek,WA,98012,(425) 745-6650,Y,Y,Y,Y,47.849983,-122.218353
,,,,,,,,,,,,
5946,Freestanding,4306 Hwy 66 S,Rogersville,TN,37857,(423) 272-4892,N,Y,Y,Y,36.397724,-83.015377
,,,,,,,,,,,,
5947,Freestanding,6401 Cermak Rd,Berwyn,IL,60402-2309,(708) 749-3002,Y,Y,Y,Y,41.85039,-87.783986
,,,,,,,,,,,,
5948,Freestanding,140 W Shawnee,Muskogee,OK,74401-4147,(918) 682-5730,Y,Y,Y,Y,35.770989,-95.359352
,,,,,,,,,,,,
5949,Freestanding,1098 Hwy 15 S,Hutchinson,MN,55350-3154,(320) 587-2449,N,Y,Y,Y,44.875408,-94.376419
,,,,,,,,,,,,
5951,Freestanding,157 Merrick Rd,Freeport,NY,11520,(516) 546-5811,N,Y,Y,Y,40.652676,-73.58728
,,,,,,,,,,,,
5953,Freestanding,22201 Woodville Rd,Genoa,OH,43430,(419) 855-8116,N,Y,Y,Y,41.53307,-83.360733
,,,,,,,,,,,,
5954,Freestanding,182 North Elm Street,Westfield,MA,01085-1604,(413) 568-3595,Y,Y,Y,Y,42.134205,-72.741664
,,,,,,,,,,,,
5955,Freestanding,6658 S Riverside Rd,Marine City,MI,48039-2251,(810) 765-5060,Y,Y,Y,Y,42.697453,-82.506439
,,,,,,,,,,,,
5956,Freestanding,30 Shunpike Rd,Cromwell,CT,6416,(860) 635-5572,Y,Y,Y,Y,41.601279,-72.675764
,,,,,,,,,,,,
5957,Freestanding,19200 Sw Boones Ferry Rd,Tualatin,OR,97062,(503) 692-0420,N,Y,Y,Y,45.380982,-122.763871
,,,,,,,,,,,,
5958,Freestanding,10570 Harrison,Harrison,OH,45030-1944,(513) 367-6839,N,Y,Y,Y,39.25368,-84.795229
,,,,,,,,,,,,
5959,Freestanding,10 Main St,Tonawanda,NY,14150,(716) 213-0061,Y,Y,Y,Y,43.020561,-78.878935
,,,,,,,,,,,,
5960,Freestanding,6890 Erie Rd,Derby,NY,14047,(716) 947-5099,N,Y,Y,Y,42.699616,-78.984939
,,,,,,,,,,,,
5961,Freestanding,3429 S. Main Street,Elkhart,IN,46517-3125,(574) 293-9225,Y,Y,Y,Y,41.647781,-85.937359
,,,,,,,,,,,,
5964,Freestanding,11808 Old Glenn Hwy,Eagle River,AK,99577-7797,(907) 694-4500,Y,Y,Y,Y,61.327018,-149.571341
,,,,,,,,,,,,
5965,Freestanding,1103 Tunnel Rd,Asheville,NC,28805,(828) 298-4047,Y,Y,Y,Y,35.587082,-82.488761
,,,,,,,,,,,,
5966,Freestanding,612 W Northern Ave,Pueblo,CO,81008,(719) 544-3424,N,Y,Y,Y,38.244007,-104.618193
,,,,,,,,,,,,
5971,Freestanding,404 Western Blvd,Jacksonville,NC,28546-6816,(910) 347-3232,Y,Y,Y,Y,34.768495,-77.384474
,,,,,,,,,,,,
5972,Freestanding,131 Pleasant Dr,Aliquippa,PA,15001,(724) 378-0622,N,Y,Y,Y,40.634363,-80.317707
,,,,,,,,,,,,
5973,Freestanding,2615 Dawson Road,Albany,GA,31707-1608,(229) 432-5973,N,Y,Y,Y,31.61674,-84.219808
,,,,,,,,,,,,
5974,Freestanding,2193 S Hwy 441,Dublin,GA,31040,(478) 272-4747,N,Y,N,Y,32.489855,-82.934633
,,,,,,,,,,,,
5975,Freestanding,1201 S Mount Vernon Ave,Colton,CA,92324-4200,(909) 824-2540,Y,Y,Y,Y,34.047878,-117.309402
,,,,,,,,,,,,
5976,Freestanding,6255 Sycamore Lane North,Maple Grove,MN,55369-6322,(763) 559-1560,N,Y,Y,Y,45.067196,-93.443802
,,,,,,,,,,,,
5978,Freestanding,6495 Hwy 93 S,Whitefish,MT,59937-8238,(406) 862-6650,Y,Y,Y,Y,48.395983,-114.334713
,,,,,,,,,,,,
5979,Freestanding,331 W 1St,Havre,MT,59501-3409,(406) 265-1831,Y,Y,Y,Y,48.555026,-109.689773
,,,,,,,,,,,,
5981,Freestanding,1995 Menard Dr,Oshkosh,WI,54901-6178,(920) 426-3600,N,Y,Y,Y,44.005211,-88.581439
,,,,,,,,,,,,
5982,Freestanding,601 Stokes Rd,Medford,NJ,8055,(609) 953-0634,N,Y,Y,Y,39.873651,-74.812072
,,,,,,,,,,,,
5983,Freestanding,787  Washington Blvd,Sarasota,FL,34236,(941) 365-3030,N,Y,Y,Y,27.328815,-82.530107
,,,,,,,,,,,,
5984,Freestanding,2646 N Panamer Expry,San Antonio,TX,78208-1831,(210) 224-8037,Y,Y,Y,Y,29.438467,-98.449802
,,,,,,,,,,,,
5985,Freestanding,2227 W Main St,Durant,OK,74701-4803,(580) 920-0126,Y,Y,Y,Y,33.997722,-96.405954
,,,,,,,,,,,,
5986,Freestanding,Ona Mall 10 Ring Road,Barboursville,WV,25504,(304) 733-0455,N,Y,Y,Y,38.421085,-82.262657
,,,,,,,,,,,,
5988,Freestanding,225 Foxon Blvd,New Haven,CT,6513,(203) 468-8526,N,Y,Y,Y,41.32197,-72.878092
,,,,,,,,,,,,
5989,Freestanding,2420 Texas Ave,College Station,TX,77840,(979) 696-9346,Y,Y,Y,Y,30.607388,-96.309816
,,,,,,,,,,,,
5990,Freestanding,7520 Southgate Blvd.,North Lauderdale,FL,33068-1362,(954) 726-3777,Y,Y,Y,Y,26.227825,-80.225576
,,,,,,,,,,,,
5994,Freestanding,15960 Se 82Nd Dr,Clackamas,OR,97015-9502,(503) 656-0758,N,Y,Y,Y,45.408089,-122.568372
,,,,,,,,,,,,
5995,Freestanding,2481 Campus Dr,Klamath Falls,OR,97601-1102,(541) 882-9410,Y,Y,Y,Y,42.249606,-121.789978
,,,,,,,,,,,,
5996,Freestanding,7421 Crater Lake Hwy,White City,OR,97503,(541) 826-6669,Y,Y,Y,Y,42.424584,-122.851711
,,,,,,,,,,,,
5997,Freestanding,950 E Expressway Ln,Spanish Fork,UT,84660-1300,(801) 798-3217,Y,Y,N,Y,40.120723,-111.638899
,,,,,,,,,,,,
5998,Freestanding,1449 W 3Rd Ave,Alliance,NE,69301-3127,(308) 762-8762,Y,Y,Y,Y,42.096339,-102.893246
,,,,,,,,,,,,
5999,Freestanding,3329 W Genesee St,Syracuse,NY,13219,(315) 488-0700,Y,Y,Y,Y,43.048085,-76.228099
,,,,,,,,,,,,
6000,Freestanding,3067 Mannheim Road,Des Plaines,IL,60018-3605,(847) 824-8800,N,Y,Y,Y,41.998498,-87.884039
,,,,,,,,,,,,
6001,Freestanding,100 South Nova Road,Ormond Beach,FL,32074,(386) 677-1762,N,Y,Y,Y,29.278287,-81.083709
,,,,,,,,,,,,
6005,Freestanding,5316 Ga Hwy 136 W,Trenton,GA,30752,(706) 657-7984,Y,Y,Y,Y,34.868951,-85.514245
,,,,,,,,,,,,
6007,Freestanding,4565 Erin Lane,Eagan,MN,55121,(651) 452-3179,Y,Y,Y,Y,44.791851,-93.218506
,,,,,,,,,,,,
6009,Freestanding,630 West Hampden Avenue,Englewood,CO,80110-2114,(303) 762-1187,N,Y,Y,Y,39.652873,-104.995481
,,,,,,,,,,,,
6010,Freestanding,17500 S. Golden Road,Golden,CO,80401-2694,(303) 277-0020,N,Y,Y,Y,39.739444,-105.197302
,,,,,,,,,,,,
6011,Freestanding,542 Clayton Rd,Raton,NM,87740,(575) 445-5569,N,Y,Y,N,36.885646,-104.433442
,,,,,,,,,,,,
6012,Freestanding,9009 Old Military Ave,Omaha,NE,68134,(402) 571-0800,N,Y,Y,Y,41.310584,-96.053503
,,,,,,,,,,,,
6015,Freestanding,9536 N Meridian,Indianapolis,IN,46260-1311,(317) 846-7038,N,Y,Y,Y,39.926635,-86.158555
,,,,,,,,,,,,
6016,Storefront,858 Greenbay Rd,Winnetka,IL,60093-1853,(847) 446-0180,N,N,Y,Y,42.114851,-87.741486
,,,,,,,,,,,,
6017,Freestanding,500 Hiawassee St,Murphy,NC,28906,(828) 837-7093,Y,Y,Y,Y,35.080663,-84.03575
,,,,,,,,,,,,
6019,Freestanding,500 Nc Hwy 9 & I 40,Black Mountain,NC,28711,(828) 669-5062,Y,Y,Y,Y,35.60984,-82.320051
,,,,,,,,,,,,
6020,Freestanding,1429 Hwy 51 W,Stoughton,WI,53589,(608) 873-6939,Y,Y,Y,Y,42.917976,-89.237977
,,,,,,,,,,,,
6021,Freestanding,12440 Se 82Nd,Portland,OR,97206,(503) 654-9351,N,Y,Y,Y,45.433797,-122.578433
,,,,,,,,,,,,
6022,Freestanding,6901 Maynardville Pike,Knoxville,TN,37918,(865) 922-4302,Y,Y,Y,Y,36.071819,-83.928009
,,,,,,,,,,,,
6023,Freestanding,6990 Chestnut St,Gilroy,CA,95020-6635,(408) 842-7775,N,Y,Y,Y,37.001671,-121.559998
,,,,,,,,,,,,
6026,Freestanding,1405 Entrance Road,"South Fort Polk, La",LA,71459,(337) 537-0366,N,Y,Y,Y,31.054222,-93.236875
,,,,,,,,,,,,
6027,Freestanding,5590 Allentown Blvd,Harrisburg,PA,17112,(717) 652-9123,Y,Y,Y,Y,40.319938,-76.793677
,,,,,,,,,,,,
6029,Gas Station,8601 Central Ne,Albuquerque,NM,87197,(505) 255-9338,Y,Y,Y,Y,35.074514,-106.551176
,,,,,,,,,,,,
6031,Freestanding,3109 W Gentry Place,Tyler,TX,75702-1310,(903) 593-6730,Y,Y,Y,Y,32.375405,-95.331548
,,,,,,,,,,,,
6032,Freestanding,1673 Union St,Schenectady,NY,12309,(518) 372-6953,N,Y,Y,Y,42.80468,-73.903469
,,,,,,,,,,,,
6033,Freestanding,700 W Main St,Arcade,NY,14009,(585) 492-2475,Y,Y,Y,Y,42.532222,-78.449347
,,,,,,,,,,,,
6034,Freestanding,100-108 Westfield Ave,Roselle Park,NJ,7204,(908) 245-5383,N,Y,Y,Y,40.660908,-74.267235
,,,,,,,,,,,,
6035,Freestanding,777 Meadow St,Chicopee,MA,1013,(413) 592-5345,N,Y,Y,Y,42.164688,-72.613644
,,,,,,,,,,,,
6036,Freestanding,Rt 13 Peterboro St,Canastota,NY,13032,(315) 697-2342,N,Y,Y,Y,43.088346,-75.751427
,,,,,,,,,,,,
6037,Freestanding,14634 Apple Harvest Dr,Martinsburg,WV,25401,(304) 263-6177,N,Y,Y,Y,39.44263,-77.987259
,,,,,,,,,,,,
6038,Freestanding,5645 E Kings Canyon Rd,Fresno,CA,93727-4641,(559) 251-1364,N,Y,Y,Y,36.73646,-119.69761
,,,,,,,,,,,,
6039,Freestanding,5656 W Irving Park Rd,Chicago,IL,60634-2741,(773) 545-8686,N,Y,Y,Y,41.953359,-87.769078
,,,,,,,,,,,,
6041,Freestanding,43 Borrelli Blvd,Paulsboro,NJ,8066,(856) 423-4783,N,Y,Y,Y,39.820476,-75.236987
,,,,,,,,,,,,
6042,Freestanding,1203 E Ennis Ave,Ennis,TX,75119-5120,(972) 875-7600,Y,Y,Y,Y,32.334693,-96.614613
,,,,,,,,,,,,
6044,Freestanding,3830 W Ina Rd,Tucson,AZ,85741-2240,(520) 744-9201,Y,Y,Y,Y,32.33806,-111.048392
,,,,,,,,,,,,
6045,Freestanding,225 White Mountain Road,Show Low,AZ,85901,(928) 537-7609,Y,Y,Y,Y,34.251651,-110.028136
,,,,,,,,,,,,
6046,Freestanding,111 S Kanawha St,Buckhannon,WV,26201,(304) 472-6046,N,Y,Y,Y,38.985573,-80.225815
,,,,,,,,,,,,
6047,Freestanding,9995 Wadsworth,Westminster,CO,80020,(303) 420-8484,Y,Y,Y,Y,39.877259,-105.096394
,,,,,,,,,,,,
6048,Freestanding,2080 N Main,Layton,UT,84041-4942,(801) 825-1241,Y,Y,Y,Y,41.091079,-112.00251
,,,,,,,,,,,,
6049,Freestanding,1552 E Main St,Oak Hill,WV,25901,(304) 469-3833,Y,Y,Y,Y,37.991205,-81.132575
,,,,,,,,,,,,
6050,Freestanding,59 W Main St,Spencer,MA,1562,(508) 885-3355,Y,Y,Y,Y,42.233025,-72.012413
,,,,,,,,,,,,
6053,Freestanding,99 N Milpitas Blvd,Milpitas,CA,95035-4402,(408) 263-0181,Y,Y,Y,Y,37.434448,-121.901329
,,,,,,,,,,,,
6054,Freestanding,708 Scioto St,Urbana,OH,43078-2148,(937) 653-8023,Y,Y,Y,Y,40.107445,-83.737151
,,,,,,,,,,,,
6055,Freestanding,101 New Stone Ridge,Ripley,WV,25271,(304) 372-9611,N,Y,Y,Y,38.820354,-81.724701
,,,,,,,,,,,,
6056,Freestanding,3205 Elizabeth Lake Rd,Waterford,MI,48328-3004,(248) 681-1220,Y,Y,Y,Y,42.638924,-83.349243
,,,,,,,,,,,,
6057,Freestanding,123 E Nine Mile Rd,Pensacola,FL,32534,(850) 476-7324,N,Y,Y,Y,30.532437,-87.266955
,,,,,,,,,,,,
6059,Freestanding,3902 S Great Sw Pky,Grand Prairie,TX,75051-7274,(972) 641-7323,Y,Y,Y,Y,32.678735,-97.045037
,,,,,,,,,,,,
6060,Freestanding,1111 Walnut St,Demopolis,AL,36732,(334) 289-3069,N,Y,Y,Y,32.503738,-87.837955
,,,,,,,,,,,,
6061,Freestanding,4101 S Campbell,Springfield,MO,65807-5309,(417) 887-4101,Y,Y,Y,Y,37.139912,-93.296805
,,,,,,,,,,,,
6062,Freestanding,6500 O St,Lincoln,NE,68510-2330,(402) 466-5766,N,Y,Y,Y,40.813917,-96.631755
,,,,,,,,,,,,
6063,Freestanding,736 N. Market,Waterloo,IL,62298-1014,(618) 939-3121,Y,Y,Y,Y,38.349934,-90.150143
,,,,,,,,,,,,
6064,Freestanding,920 W Hwy 40,Blue Springs,MO,64015-4606,(816) 228-5526,N,Y,Y,Y,39.008768,-94.276599
,,,,,,,,,,,,
6065,Freestanding,836 N Nellis Blvd,Las Vegas,NV,89110-5308,(702) 452-8624,Y,Y,Y,Y,36.174877,-115.061658
,,,,,,,,,,,,
6069,Freestanding,7981 N.E.7Th Drive,Wildwood,FL,34785-8447,(352) 748-4288,N,Y,Y,Y,28.872157,-82.090933
,,,,,,,,,,,,
6070,Freestanding,1190 Providence Rd,Whitinsville,MA,1588,(508) 234-2960,N,Y,Y,Y,42.125546,-71.646065
,,,,,,,,,,,,
6071,Freestanding,149-57 Fairview Ave Extension,Hudson,NY,12534,(518) 828-4811,N,Y,Y,Y,42.254637,-73.767986
,,,,,,,,,,,,
6074,Freestanding,13255 Jones Rd,Houston,TX,77070-4439,(281) 890-5386,Y,Y,Y,Y,29.965989,-95.58581
,,,,,,,,,,,,
6075,Freestanding,404 Main St,Altavista,VA,24517,(434) 369-5885,N,Y,Y,Y,37.108267,-79.291578
,,,,,,,,,,,,
6076,Freestanding,311 Centerville Rd,Lancaster,PA,17601,(717) 393-9523,N,Y,Y,Y,40.050879,-76.394325
,,,,,,,,,,,,
6077,Freestanding,608 Wyoming Ave,Creston,IA,50801-3436,(641) 782-7775,N,Y,Y,Y,41.049498,-94.369236
,,,,,,,,,,,,
6078,Freestanding,Rt 11 & I 81,Halstead,PA,18822,(570) 879-4445,N,Y,Y,Y,41.964809,-75.740725
,,,,,,,,,,,,
6080,Freestanding,3450 Victory Drive,Columbus,GA,31903-2116,(706) 689-3613,Y,Y,Y,Y,32.425654,-84.949385
,,,,,,,,,,,,
6081,Freestanding,8409 Old Number Six Hwy,Santee,SC,29142,(803) 854-2634,Y,Y,Y,Y,33.486272,-80.474156
,,,,,,,,,,,,
6082,Freestanding,481 Hyde Park Road,Leechburg,PA,15656,(724) 845-2035,Y,Y,Y,Y,40.605282,-79.605132
,,,,,,,,,,,,
6083,Freestanding,2529 Good Hope Rd Se,Washington,DC,20020,(202) 582-5220,N,Y,Y,Y,38.860001,-76.968874
,,,,,,,,,,,,
6084,Freestanding,3994 East 120Th,Thornton,CO,80233,(303) 450-0428,Y,Y,Y,Y,39.913422,-104.940945
,,,,,,,,,,,,
6085,Freestanding,2447 E Bell Rd,Phoenix,AZ,85032-2411,(602) 867-1489,Y,Y,Y,Y,33.640193,-112.028928
,,,,,,,,,,,,
6086,Freestanding,260 W Swedeford Rd,Berwyn,PA,19312,(610) 647-4408,N,Y,Y,Y,40.070722,-75.44271
,,,,,,,,,,,,
6087,Gas Station,37 W 38Th St,Indianapolis,IN,46208-4349,(317) 926-8326,N,Y,Y,Y,39.824508,-86.158496
,,,,,,,,,,,,
6090,Freestanding,1804 N Main St,London,KY,40741,(606) 878-8255,N,Y,Y,Y,37.139065,-84.097713
,,,,,,,,,,,,
6091,Freestanding,6048 Stage Rd,Bartlett,TN,38134-8314,(901) 388-6091,N,Y,Y,Y,35.205257,-89.861745
,,,,,,,,,,,,
6092,Freestanding,2994 Poplar,Memphis,TN,38111-3527,(901) 452-6092,N,Y,Y,Y,35.133305,-89.961969
,,,,,,,,,,,,
6094,Freestanding,2311 Brick Church Pike,Nashville,TN,37206,(615) 227-0995,N,Y,Y,Y,36.208412,-86.77736
,,,,,,,,,,,,
6096,Freestanding,4705 E 10Th St,Indianapolis,IN,46201,(317) 356-0794,N,Y,Y,Y,39.781201,-86.090064
,,,,,,,,,,,,
